PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,5/8/26,05:39.2,1,1,"Pillsbury, Eli",829668,Left,JAC_GAM,"Cole, Christopher",1000077702,Left,KEN_OWL,Undefined,1,Top,0,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,89.10295,-1.594733,2.15382,2227.739572,169.394509,11:45,6.19908,-1.61154,6.5048,-15.59402,19.07607,-3.34973,3.43452,0.08703,80.81562,-4.622169,1.546282,0.423788,,,,,,,,,,,,2.39504,10.80323,1.46227,50,6.08034,-4.73043,-129.32761,-3.97087,4.02158,29.13067,-14.03411,JAC_GAM,KEN_OWL,RudyAbbottField,D1,CUSA,20260508-RudyAbbottField-1,6f39e830-4b32-11f1-9db0-a33d3c582d64,88.94166,,,8.28733,,,,,,,c5ae14e7-0a13-4f34-8963-437136da580e,5/8/26,05:39.3,2026-05-08T19:05:39.2537600-04:00,2026-05-08T23:05:39.2537600Z,,v3,471325,471506,4319a843ba3c406bb42bb51eb32c3571,"Ashe, Grayson",10062829,Right,JAC_GAM,c034109f-e2da-43bc-98f5-2aa3cd61b285,53.99228,-130.22375,14.56533,6.19585,-3.53914,-7.01705,1.60969,-4.85415,2.01079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,5/8/26,05:54.4,1,2,"Pillsbury, Eli",829668,Left,JAC_GAM,"Cole, Christopher",1000077702,Left,KEN_OWL,Undefined,1,Top,0,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.15058,-0.463194,2.37884,2675.184641,264.154362,2:45,6.11222,-1.83541,5.88524,-39.68778,2.04339,6.48028,2.3744,0.91491,75.05097,-7.775819,3.54131,0.464945,,,,,,,,,,,,-2.59055,1.62142,1.6397,50,6.05218,-5.20585,-119.1861,-2.26509,-3.69602,24.64761,-29.86072,JAC_GAM,KEN_OWL,RudyAbbottField,D1,CUSA,20260508-RudyAbbottField-1,78443520-4b32-11f1-9db0-a33d3c582d64,81.0686,,,7.09961,,,,,,,c5ae14e7-0a13-4f34-8963-437136da580e,5/8/26,05:54.4,2026-05-08T19:05:54.3914496-04:00,2026-05-08T23:05:54.3914496Z,,v3,471325,471506,4319a843ba3c406bb42bb51eb32c3571,"Ashe, Grayson",10062829,Right,JAC_GAM,298d6283-1afc-4995-8abe-9657b8269917,54.61365,-120.13641,12.3238,6.11731,-1.11378,-14.93036,1.83767,-5.06335,-1.84801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,5/8/26,06:08.8,1,3,"Pillsbury, Eli",829668,Left,JAC_GAM,"Cole, Christopher",1000077702,Left,KEN_OWL,Undefined,1,Top,0,0,2,Slider,Curveball,InPlay,Undefined,Popup,Out,1,0,,80.11785,-0.608725,1.441916,2680.212133,325.265507,4:45,6.0599,-1.71985,5.80274,-46.81751,-3.16355,3.12547,1.59209,-0.11805,73.88997,-9.16484,2.003152,0.475536,72.53077,46.972339,3.032847,,109.9525,86.60507,-3.23026,216.492,125.44194,-4.213462,4.902874,-1.20303,-1.10961,1.59948,50,5.98157,-3.04674,-116.41409,-2.76649,-1.64835,22.17487,-33.69439,JAC_GAM,KEN_OWL,RudyAbbottField,D1,CUSA,20260508-RudyAbbottField-1,80d88ec0-4b32-11f1-9db0-a33d3c582d64,79.26308,88.07257,,6.22788,,,,2.67801,1.8487,0.17164,c5ae14e7-0a13-4f34-8963-437136da580e,5/8/26,06:08.8,2026-05-08T19:06:08.7802368-04:00,2026-05-08T23:06:08.7802368Z,FlyBall,v3,471325,471506,4319a843ba3c406bb42bb51eb32c3571,"Ashe, Grayson",10062829,Right,JAC_GAM,6f4c89e0-593f-4764-a6eb-730178595462,54.69956,-117.30586,11.08743,6.06558,-1.41146,-16.84719,1.72067,-2.98045,-0.82418,162.130811,2.68105,72.41954,-14.94016,3.47394,-0.34149,-0.08815,0.03767,-0.00521,0.00026,1.84635,77.80586,-19.78687,1.30243,-0.16353,-0.0088,0.01403,-0.00297,0.0002,0.1724,3.82368,-4.84956,1.50095,-0.24158,-0.00716,0.01184,-0.00202,0.00011,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
4,5/8/26,06:43.6,2,1,"Pillsbury, Eli",829668,Left,JAC_GAM,"Alig, Wesley",10103646,Right,KEN_OWL,Undefined,1,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.34708,-3.727585,2.146774,2368.188677,161.07589,11:15,6.14845,-1.8195,6.43828,-14.38745,18.74123,-6.03461,1.51674,-0.34865,83.08818,-6.506664,1.05326,0.41426,,,,,,,,,,,,3.79536,11.25083,1.66949,50,5.87641,-4.71992,-132.39143,-8.98642,6.68713,30.18464,-12.35088,JAC_GAM,KEN_OWL,RudyAbbottField,D1,CUSA,20260508-RudyAbbottField-1,95936970-4b32-11f1-9db0-a33d3c582d64,90.98735,,,8.2589,,,,,,,c5ae14e7-0a13-4f34-8963-437136da580e,5/8/26,06:43.6,2026-05-08T19:06:43.6179968-04:00,2026-05-08T23:06:43.6179968Z,,v3,471325,471506,4319a843ba3c406bb42bb51eb32c3571,"Ashe, Grayson",10062829,Right,JAC_GAM,4c43fbe4-a435-4bb8-ac6b-f4808f1a1002,54.06047,-133.31398,15.09232,6.1453,-8.60894,-6.17544,1.81687,-4.9243,3.34357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,5/8/26,06:56.5,2,2,"Pillsbury, Eli",829668,Left,JAC_GAM,"Alig, Wesley",10103646,Right,KEN_OWL,Undefined,1,Top,1,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.21491,-3.981434,1.081346,2340.654389,165.773643,11:30,6.12764,-1.73741,6.40434,-15.52812,17.63737,-4.19012,1.16592,-1.09211,83.26662,-6.953614,0.321793,0.41449,,,,,,,,,,,,2.49169,10.6865,1.66171,50,5.8346,-2.32547,-132.24197,-9.60977,4.39443,29.27045,-13.32685,JAC_GAM,KEN_OWL,RudyAbbottField,D1,CUSA,20260508-RudyAbbottField-1,9d4181c0-4b32-11f1-9db0-a33d3c582d64,90.93682,,,7.94829,,,,,,,c5ae14e7-0a13-4f34-8963-437136da580e,5/8/26,06:56.5,2026-05-08T19:06:56.5136384-04:00,2026-05-08T23:06:56.5136384Z,,v3,471325,471506,4319a843ba3c406bb42bb51eb32c3571,"Ashe, Grayson",10062829,Right,JAC_GAM,c47c5739-a66b-4d92-b69e-b246b37bd7fd,54.09393,-133.14504,14.63523,6.12474,-9.1986,-6.66342,1.73555,-2.46104,2.19722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,5/8/26,07:13.9,2,3,"Pillsbury, Eli",829668,Left,JAC_GAM,"Alig, Wesley",10103646,Right,KEN_OWL,Undefined,1,Top,1,1,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,89.99023,-2.567693,2.568115,2326.512265,166.481635,11:30,6.14509,-1.74381,6.50473,-15.0504,18.78379,-4.25099,2.5303,0.26055,82.17735,-5.472634,1.797411,0.418648,97.27592,44.244783,-29.407291,3788.129138,93.67929,103.13864,-57.65578,324.78872,151.07185,-35.664176,6.206316,2.97421,10.93292,1.56605,50,5.95861,-5.69489,-130.61375,-6.23577,5.12402,28.20548,-13.33857,JAC_GAM,KEN_OWL,RudyAbbottField,D1,CUSA,20260508-RudyAbbottField-1,a7a01410-4b32-11f1-9db0-a33d3c582d64,90.03365,139.45191,,7.81288,,,,1.83639,2.61178,-0.20301,c5ae14e7-0a13-4f34-8963-437136da580e,5/8/26,07:13.9,2026-05-08T19:07:13.9022848-04:00,2026-05-08T23:07:13.9022848Z,FlyBall,v3,471325,471506,4319a843ba3c406bb42bb51eb32c3571,"Ashe, Grayson",10062829,Right,JAC_GAM,92f18137-64cb-4870-af5f-d33cfa195319,53.99536,-131.4737,14.10274,6.14254,-5.8291,-6.66928,1.74206,-5.85111,2.56201,,1.84786,88.8296,-22.0778,4.98556,-0.62152,0.00318,0.01126,-0.00143,6E-05,2.60501,99.64949,-21.81129,2.03624,-0.35914,0.02854,0.00479,-0.00118,7E-05,-0.20706,-50.11528,8.18671,-1.61478,0.16686,0.00681,-0.00415,0.00042,-1.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
7,5/8/26,07:47.7,3,1,"Pillsbury, Eli",829668,Left,JAC_GAM,"Lyons, Trenton",806150,Right,KEN_OWL,Undefined,1,Top,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.66923,-1.954515,0.873895,2657.727462,234.353215,1:45,6.126,-1.88261,5.91046,-36.6873,4.19296,3.63264,1.25368,-0.76869,75.23827,-8.75667,1.527533,0.460181,,,,,,,,,,,,-1.53508,3.34213,1.81051,50,5.94881,-1.99747,-121.16904,-5.34265,-2.22371,29.32994,-27.33264,JAC_GAM,KEN_OWL,RudyAbbottField,D1,CUSA,20260508-RudyAbbottField-1,bbc9d250-4b32-11f1-9db0-a33d3c582d64,81.90794,,,8.43096,,,,,,,c5ae14e7-0a13-4f34-8963-437136da580e,5/8/26,07:47.7,2026-05-08T19:07:47.6844544-04:00,2026-05-08T23:07:47.6844544Z,,v3,471325,471506,4319a843ba3c406bb42bb51eb32c3571,"Ashe, Grayson",10062829,Right,JAC_GAM,90b02e3c-4996-4547-bb6d-3bbbfe2ce18a,54.58443,-122.2737,14.66497,6.13065,-4.31322,-13.66632,1.88416,-1.91371,-1.11186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,5/8/26,08:01.9,3,2,"Pillsbury, Eli",829668,Left,JAC_GAM,"Lyons, Trenton",806150,Right,KEN_OWL,Undefined,1,Top,2,1,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,90.26899,-2.784074,1.507644,2326.151383,162.609633,11:30,6.05674,-1.84622,6.468,-16.49765,17.11954,-5.02181,2.12201,-0.87969,82.55602,-5.943044,0.596555,0.417304,77.22727,-66.926299,-102.579975,,,,,1.31578,1.59554,-4.104266,0.024579,3.07197,10.09875,1.74206,50,5.85272,-3.25595,-131.08537,-6.81316,5.33469,28.21764,-14.63679,JAC_GAM,KEN_OWL,RudyAbbottField,D1,CUSA,20260508-RudyAbbottField-1,cd33d450-4b32-11f1-9db0-a33d3c582d64,90.32377,2.56926,,7.71296,,,,1.55079,2.56926,0.97404,c5ae14e7-0a13-4f34-8963-437136da580e,5/8/26,08:01.9,2026-05-08T19:08:01.9031552-04:00,2026-05-08T23:08:01.9031552Z,GroundBall,v3,471325,471506,4319a843ba3c406bb42bb51eb32c3571,"Ashe, Grayson",10062829,Right,JAC_GAM,f5116a3a-a12e-4c77-9b75-143c5ef9c64c,54.03229,-131.95051,14.10882,6.05473,-6.3644,-7.3184,1.84439,-3.4195,2.66735,,1.55091,-9.69861,,,,,,,,2.57054,-104.53075,,,,,,,,0.97457,-43.46042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
9,5/8/26,11:00.8,1,1,"Sliver, Nolan",823778,Right,KEN_OWL,"Pate, Jaxon",10002268,Left,JAC_GAM,Undefined,1,Bottom,0,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.40238,-3.118472,-4.075744,2014.287567,238.353067,2:00,5.61816,1.20085,6.26007,-21.89285,12.10481,17.80107,0.90815,-1.08022,82.53984,-7.236942,-0.865605,0.419658,,,,,,,,,,,,-10.51977,7.52894,-0.90708,50,5.37537,8.62716,-130.93812,-7.82097,-18.19236,28.64972,-19.15389,JAC_GAM,KEN_OWL,RudyAbbottField,D1,CUSA,20260508-RudyAbbottField-1,2ee65ba0-4b33-11f1-a59b-1f0ba849e245,89.81695,,,7.86254,,,,,,,c5ae14e7-0a13-4f34-8963-437136da580e,5/8/26,11:00.8,2026-05-08T19:11:00.8350000-04:00,2026-05-08T23:11:00.8350000Z,,v3,471325,471506,4319a843ba3c406bb42bb51eb32c3571,"McGee, James",10071772,Right,KEN_OWL,c1e1f0ab-d524-4dab-a3dd-7d405cf68d8c,54.2418,-131.86297,14.32486,5.61786,-7.20266,-9.57695,-1.19505,9.21444,-9.09618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,5/8/26,11:16.2,1,2,"Sliver, Nolan",823778,Right,KEN_OWL,"Pate, Jaxon",10002268,Left,JAC_GAM,Undefined,1,Bottom,0,1,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.75662,-0.929827,-1.872743,1976.63197,232.943526,1:45,5.54429,1.18688,6.12581,-21.94159,12.6167,15.1806,2.85575,0.72012,81.6122,-5.074273,0.863796,0.423104,,,,,,,,,,,,-8.35,7.13229,-1.05109,50,5.46173,3.62251,-130.31359,-2.7933,-14.26895,28.97729,-19.98603,JAC_GAM,KEN_OWL,RudyAbbottField,D1,CUSA,20260508-RudyAbbottField-1,380f7b30-4b33-11f1-a59b-1f0ba849e245,89.08546,,,8.14442,,,,,,,c5ae14e7-0a13-4f34-8963-437136da580e,5/8/26,11:16.2,2026-05-08T19:11:16.1710000-04:00,2026-05-08T23:11:16.1710000Z,,v3,471325,471506,4319a843ba3c406bb42bb51eb32c3571,"McGee, James",10071772,Right,KEN_OWL,372876cb-e7ba-4846-9f3a-14dd75812e7c,54.37278,-131.28234,14.48865,5.54395,-2.12514,-9.99302,-1.18017,4.09954,-7.13448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
